dep,nivel,carrera,sexo,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
FM,cuross de inciacion,medicna interna,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
FM,cuross de inciacion,neumologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,7,5,,,,,,,,,,,,
FM,cuross de inciacion,neumologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
FM,cuross de inciacion,neurologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,neurologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,9,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,oftalmologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,16,,12,,,,,,,,,,,
FM,cuross de inciacion,oftalmologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,8,,,,,,,,,,,
FM,cuross de inciacion,oncologia y radioterapia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
FM,cuross de inciacion,oncologia y radioterapia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,otorrinolaringologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,7,5,,,8,,12,,,,,,,,,,,
FM,cuross de inciacion,otorrinolaringologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,
FM,cuross de inciacion,parasitologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
FM,cuross de inciacion,parasitologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
FM,cuross de inciacion,pediatria medica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,47,,,,,,,,,,,,
FM,cuross de inciacion,pediatria medica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,,,,,,,,,,,,
FM,cuross de inciacion,proctologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,proctologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,traumatologia y ortopedia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,
FM,cuross de inciacion,traumatologia y ortopedia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,urologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
FM,cuross de inciacion,urologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,anatomia patologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,6,,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,anatomia patologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,anestesiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25,20,10,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,anestesiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,6,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,enfermedades de la nutricion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,enfermedades de la nutricion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,gineco obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,52,91,78,45,23,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,gineco obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,11,8,7,2,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,medicina interna,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,,27,28,29,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,medicina interna,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,1,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,neumologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8,4,10,1,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,neumologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,oncologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,16,26,7,2,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,oncologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,,1,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,pediatria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,76,20,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,pediatria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,radio diagnostico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,8,6,,,,,,,,,,,,,,
FM,poblacion escolar subresidencia,radio diagnostico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FM,poblacion escolar residencia,anestesiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,,26,,,,,,,,,,,,,
FM,poblacion escolar residencia,anestesiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,
FM,poblacion escolar residencia,gineco obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,22,11,21,22,,,,,,,,,,,,,
FM,poblacion escolar residencia,gineco obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,
FM,poblacion escolar residencia,neumologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,18,,,,,,,,,,,,,,
FM,poblacion escolar residencia,neumologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
FM,poblacion escolar residencia,obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FM,poblacion escolar residencia,obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,poblacion escolar residencia,oncologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,2,6,1,,,,,,,,,,,,,,
FM,poblacion escolar residencia,oncologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM,poblacion escolar residencia,pediatria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,13,,18,,,,,,,,,,,,,,
FM,poblacion escolar residencia,pediatria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,
FM,poblacion escolar residencia,radio diagnostico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
FM,poblacion escolar residencia,radio diagnostico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FM,Especialización,prerequisitos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,
FM,Especialización,prerequisitos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
FM,Especialización,administraicon de hospitales. ,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10,2,,2,1,,,,,,,,
FM,Especialización,administraicon de hospitales. ,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,
FM,Especialización,alergia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,
FM,Especialización,alergia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,
FM,Especialización,anatomia patologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,7,15,19,7,22,20,25,27,41,39,39,,,
FM,Especialización,anatomia patologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,6,6,13,6,13,14,20,23,24,,,
FM,Especialización,anestesiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,27,28,31,53,75,95,108,146,182,171,,,
FM,Especialización,anestesiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,16,18,17,17,29,39,47,58,68,,,
FM,Especialización,angiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,6,6,6,6,7,,,24,,,
FM,Especialización,angiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
FM,Especialización,biologia de la reproduccion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,1,5,7,6,9,6,,,
FM,Especialización,biologia de la reproduccion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,1,2,2,,,,
FM,Especialización,cardiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,16,33,33,29,35,58,61,72,72,77,77,,,
FM,Especialización,cardiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,8,7,5,6,3,,,
FM,Especialización,cirugia cardiovascular,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8,8,8,6,2,,,,,,
FM,Especialización,cirugia cardiovascular,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Especialización,cirugia del torax,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7,,,,
FM,Especialización,cirugia del torax,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FM,Especialización,cirugia general,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,91,140,146,174,189,241,277,283,317,344,,,
FM,Especialización,cirugia general,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,5,4,6,7,11,17,17,,,
FM,Especialización,cirugia pediatrica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,19,25,27,27,46,45,45,,55,,,
FM,Especialización,cirugia pediatrica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,,
FM,Especialización,cirugia plastica y reconstructiva,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,10,14,11,26,29,41,34,40,50,55,,,
FM,Especialización,cirugia plastica y reconstructiva,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,3,4,4,3,6,,,
FM,Especialización,dermatologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9,20,10,11,14,10,10,14,7,,35,,,
FM,Especialización,dermatologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,5,6,3,4,8,4,,16,,,
FM,Especialización,endocrinologia y nutricion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,5,17,30,28,17,17,22,20,22,21,15,,,
FM,Especialización,endocrinologia y nutricion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,6,6,14,11,9,6,3,5,5,,,
FM,Especialización,farmacologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,
FM,Especialización,farmacologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Especialización,fisiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,
FM,Especialización,fisiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
FM,Especialización,gastroenterologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,14,17,21,19,14,28,33,32,36,31,,32,,,
FM,Especialización,gastroenterologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,5,7,5,3,6,6,4,,5,,,
FM,Especialización,genetica medica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,2,2,3,1,8,4,,,
FM,Especialización,genetica medica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,3,6,4,2,3,6,,,
FM,Especialización,ginecologia y obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,26,41,123,155,185,210,222,239,280,333,23,422,112,,,
FM,Especialización,ginecologia y obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,13,15,14,18,27,32,43,45,300,47,346,,,
FM,Especialización,hematologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,1,1,7,8,9,10,15,21,,,,
FM,Especialización,hematologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,3,4,2,6,,,,
FM,Especialización,infectologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,4,2,3,4,1,7,4,,,
FM,Especialización,infectologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,1,5,,,
FM,Especialización,inmunologia clinica y alergia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,8,7,7,10,2,25,2,,,
FM,Especialización,inmunologia clinica y alergia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,3,3,3,3,2,,,
FM,Especialización,laboratorio clinico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,8,3,3,10,8,6,3,,7,,,
FM,Especialización,laboratorio clinico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,8,7,9,2,1,,,2,,,
FM,Especialización,medicina de rehabilitacion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,19,34,,,,
FM,Especialización,medicina de rehabilitacion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,17,,,,
FM,Especialización,medicina del trabajo,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,14,11,12,10,9,3,16,,,
FM,Especialización,medicina del trabajo,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10,12,6,4,4,,8,,,
FM,Especialización,medicina familiar,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,443,448,,,
FM,Especialización,medicina familiar,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,153,140,,,
FM,Especialización,medicina interna,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,95,120,129,170,143,227,245,207,327,303,,,
FM,Especialización,medicina interna,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,17,13,15,28,30,41,33,60,61,,,
FM,Especialización,medicina legal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,81,,,
FM,Especialización,medicina legal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,34,,,
FM,Especialización,medicina nuclear,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,6,6,4,3,3,6,6,,,
FM,Especialización,medicina nuclear,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,4,5,4,9,,1,,,
FM,Especialización,microbiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,7,2,7,1,,,,,,,,,
FM,Especialización,microbiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,2,,,,,,,,,,
FM,Especialización,nefrologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,7,14,16,17,15,15,1,17,,,
FM,Especialización,nefrologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,4,,,
FM,Especialización,neumologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,29,40,19,40,35,26,30,34,30,,,,
FM,Especialización,neumologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,3,11,7,3,4,7,8,,,,
FM,Especialización,neurocirugia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,17,26,28,31,34,38,45,46,,,
FM,Especialización,neurocirugia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,
FM,Especialización,neurologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,12,13,12,7,13,20,17,14,16,,,
FM,Especialización,neurologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,1,2,3,5,3,,,
FM,Especialización,neurologia clinica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
FM,Especialización,neurologia clinica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
FM,Especialización,oftalmologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,51,48,57,49,47,58,67,72,89,87,,,
FM,Especialización,oftalmologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,10,8,12,19,21,21,21,27,,,
FM,Especialización,oncologia y radioterapia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,17,22,23,19,17,11,11,16,19,19,,,
FM,Especialización,oncologia y radioterapia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,1,1,1,3,2,4,1,2,,,
FM,Especialización,otorrinolaringologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,7,8,12,38,33,48,66,67,62,51,41,47,,,,
FM,Especialización,otorrinolaringologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,6,6,7,8,6,3,,,,
FM,Especialización,parasitologia medica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,3,3,,,,,,,,,
FM,Especialización,parasitologia medica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,,,,,,,
FM,Especialización,Pediatria medica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,14,58,116,91,163,185,154,265,299,316,403,,,,
FM,Especialización,Pediatria medica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,18,26,22,39,42,32,54,74,85,100,,,,
FM,Especialización,pediatria perinatal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
FM,Especialización,pediatria perinatal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
FM,Especialización,psicoanalisis,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,12,13,7,15,7,13,11,4,6,1,5,,,
FM,Especialización,psicoanalisis,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,4,5,5,8,1,7,,,
FM,Especialización,psicoterapia medica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
FM,Especialización,psicoterapia medica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
FM,Especialización,psiquiatria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,26,24,26,24,45,38,44,36,36,38,31,,,
FM,Especialización,psiquiatria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,2,12,8,11,9,7,6,6,,,
FM,Especialización,psiquiatria infantil y de la adolescencia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10,,,
FM,Especialización,psiquiatria infantil y de la adolescencia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,,
FM,Especialización,radio diagnostico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,17,25,25,24,29,22,22,21,30,47,55,,,
FM,Especialización,radio diagnostico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,6,4,,1,2,7,7,8,,,
FM,Especialización,reumatologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,21,,,
FM,Especialización,reumatologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,,,
FM,Especialización,traumatologia y ortopedia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,57,63,53,69,74,31,101,129,178,193,,,
FM,Especialización,traumatologia y ortopedia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,
FM,Especialización,urologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,21,27,24,28,,32,34,34,39,,,,
FM,Especialización,urologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,anatomia patologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,3,4,3,4,2,,,1,,,,,,,,,,
FM,Maestria,anatomia patologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
FM,Maestria,anestesiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,
FM,Maestria,anestesiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,angiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,
FM,Maestria,angiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,biologia de la reproduccion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,1,,,,,,,,,,
FM,Maestria,biologia de la reproduccion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,bioquimica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,,,,,
FM,Maestria,bioquimica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,
FM,Maestria,cardiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,4,4,2,,,,,3,2,,,,,,,,,
FM,Maestria,cardiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Maestria,ciencias biomedicas (biologia molecular),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
FM,Maestria,ciencias biomedicas (biologia molecular),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
FM,Maestria,ciencias biomedicas (ciencias morfologicas),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,2,
FM,Maestria,ciencias biomedicas (ciencias morfologicas),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
